"VIN","FirstSeen"
"4T1G31AK0NU596377","06/29/2022"
"4T1G31AK4NU596379","06/29/2022"
"4T1G31AK2NU596381","06/29/2022"
"4T1G31AK6NU596383","06/29/2022"
"4T1G31AK1NU596386","06/29/2022"
"4T1G31AK3NU596387","06/29/2022"
"4T1G31AK7NU596389","06/29/2022"
"4T1G31AK3NU596390","06/29/2022"
"4T1G31AK5NU596391","06/29/2022"
"4T1G31AK9NU596393","06/29/2022"
"4T1G31AK8NU596403","06/29/2022"
"4T1G31AK1NU596405","06/29/2022"
"4T1G31AK5NU596407","06/29/2022"
"4T1G31AK9NU596409","06/29/2022"
"4T1G31AK7NU596411","06/29/2022"
"4T1G31AK9NU596412","06/29/2022"
"4T1G31AK4NU596415","06/29/2022"
"4T1G31AK6NU596416","06/29/2022"
"4T1G31AK8NU596417","06/29/2022"
"4T1G31AK1NU596419","06/29/2022"
"4T1G31AK8NU596420","06/29/2022"
"4T1G31AKXNU596421","06/30/2022"
"4T1G31AK1NU596422","06/29/2022"
"4T1G31AK3NU596423","06/29/2022"
"4T1G31AK7NU596425","06/29/2022"
"4T1G31AK2NU596428","06/29/2022"
"4T1G31AK2NU596431","06/29/2022"
"4T1G31AK4NU596432","06/30/2022"
"4T1G31AK2NU596445","06/29/2022"
"4T1G31AK6NU596447","06/29/2022"
"4T1G31AK8NU596448","06/29/2022"
"4T1G31AK1NU596453","06/30/2022"
"4T1G31AK3NU596454","06/30/2022"
"4T1G31AK7NU596456","06/30/2022"
"4T1G31AK9NU596457","06/29/2022"
"4T1G31AK2NU596459","06/29/2022"
"4T1G31AK3NU596471","06/30/2022"
"4T1G31AK5NU596472","06/29/2022"
"4T1G31AK0NU596475","06/30/2022"
"4T1G31AK2NU596476","06/30/2022"
"4T1G31AK4NU596480","06/30/2022"
"4T1G31AK0NU596492","06/30/2022"
"4T1G31AK1NU596498","06/30/2022"
"4T1G31AK3NU596504","06/30/2022"
"4T1G31AK7NU596506","06/30/2022"
"4T1G31AK0NU596511","06/30/2022"
"4T1G31AK7NU596537","06/30/2022"
"4T1G31AK2NU596543","06/30/2022"
"4T1G31AK5NU596553","06/30/2022"
"4T1G31AK1NU596565","06/30/2022"
"4T1G31AK0NU596587","06/30/2022"
"4T1G31AK3NU596597","06/30/2022"
"4T1G31AK0NU596606","06/30/2022"
"4T1G31AK2NU596610","06/30/2022"
"4T1G31AK6NU596612","06/30/2022"
"4T1G31AK8NU596613","06/30/2022"
"4T1G31AKXNU596614","06/30/2022"
"4T1G31AK1NU596615","06/30/2022"
